# jours_écoulés 	 nombreTotalContaminésGrippe 	 nombreTotalContaminésAgentPathogène()
3526	0	54281
3527	0	54316
3528	0	54418
3529	0	54373
3530	0	54288
3531	0	54259
3532	0	54287
3533	0	54381
3534	0	54302
3535	0	54382
3536	0	54423
3537	0	54439
3538	0	54313
3539	0	54396
3540	0	54362
3541	0	54428
3542	0	54325
3543	0	54239
3544	0	54246
3545	0	54233
3546	0	54296
3547	0	54236
3548	0	54332
3549	0	54235
3550	0	54223
3551	0	54205
3552	0	54245
3553	0	54225
3554	0	54249
3555	0	54417
3556	0	54423
3557	0	54473
3558	0	54483
3559	0	54434
3560	0	54593
3561	0	54573
3562	0	54493
3563	0	54559
3564	0	54495
3565	0	54428
3566	0	54349
3567	0	54364
3568	0	54433
3569	0	54332
3570	0	54275
3571	0	54330
3572	0	54355
3573	0	54365
3574	0	54354
3575	0	54372
3576	0	54307
3577	0	54420
3578	0	54372
3579	0	54441
3580	0	54424
3581	0	54530
3582	0	54522
3583	0	54576
3584	0	54520
3585	0	54527
3586	0	54458
3587	0	54537
3588	0	54453
3589	0	54457
3590	0	54407
3591	0	54343
3592	0	54378
3593	0	54386
3594	0	54337
3595	0	54240
3596	0	54293
3597	0	54320
3598	0	54376
3599	0	54337
3600	0	54329
3601	0	54318
3602	0	54385
3603	0	54253
3604	0	54230
3605	0	54239
3606	0	54210
3607	0	54275
3608	0	54350
3609	0	54311
3610	0	54321
3611	0	54370
3612	0	54433
3613	0	54405
3614	0	54381
3615	0	54374
3616	0	54351
3617	0	54320
3618	0	54361
3619	0	54366
3620	0	54337
3621	0	54229
3622	0	54287
3623	0	54328
3624	0	54289
3625	0	54411
3626	0	54479
3627	0	54491
3628	0	54553
3629	0	54575
3630	0	54598
3631	0	54633
3632	0	54687
3633	0	54680
3634	0	54581
3635	0	54604
3636	0	54589
3637	0	54510
3638	0	54543
3639	0	54542
3640	0	54541
3641	0	54530
3642	0	54537
3643	0	54461
3644	0	54421
3645	0	54373
3646	0	54253
3647	0	54290
3648	0	54229
3649	0	54295
3650	0	54252
3651	0	54252
3652	0	54216
3653	0	54323
3654	0	54298
3655	0	54322
3656	0	54346
3657	0	54176
3658	0	54006
3659	0	54004
3660	0	54097
3661	0	54200
3662	0	54187
3663	0	54179
3664	0	54096
3665	0	54190
3666	0	54218
3667	0	54222
3668	0	54291
3669	0	54207
3670	0	54215
3671	0	54316
3672	0	54259
3673	0	54360
3674	0	54292
3675	0	54376
3676	0	54366
3677	0	54389
3678	0	54431
3679	0	54542
3680	0	54521
3681	0	54560
3682	0	54599
3683	0	54579
3684	0	54573
3685	0	54482
3686	0	54444
3687	0	54509
3688	0	54637
3689	0	54674
3690	0	54644
3691	0	54601
3692	0	54595
3693	0	54712
3694	0	54704
3695	0	54715
3696	0	54677
